great_walk,seasonality,hut_or_campsite,measure,date,count
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/02/2014,109
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/02/2014,416
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/02/2014,431
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/02/2014,672
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/02/2014,473
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/02/2014,784
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/02/2014,470
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/02/2014,560
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/02/2014,1397
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/02/2014,1400
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/02/2014,1326
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/02/2014,1344
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/02/2014,449
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/02/2014,840
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/02/2014,380
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/02/2014,560
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/02/2014,265
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/02/2014,476
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/02/2014,482
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/02/2014,540
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/02/2014,253
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/02/2014,392
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/02/2014,533
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/02/2014,728
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/02/2014,206
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/02/2014,336
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/02/2014,498
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/02/2014,784
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/02/2014,458
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/02/2014,1008
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/02/2014,340
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/02/2014,648
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/02/2014,79
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/02/2014,936
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/02/2014,131
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/02/2014,540
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/02/2014,37
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/02/2014,480
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/02/2014,190
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/02/2014,1008
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/02/2014,101
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/02/2014,480
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/02/2014,129
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/02/2014,540
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/02/2014,47
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/02/2014,864
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/02/2014,187
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/02/2014,520
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/02/2014,456
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/02/2014,1008
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/02/2014,255
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/02/2014,540
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/02/2014,79
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/02/2014,250
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/02/2014,166
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/02/2014,864
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/03/2014,39
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/03/2014,180
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/03/2014,123
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/03/2014,360
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/03/2014,1507
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/03/2014,3100
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/03/2014,960
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/03/2014,1054
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/03/2014,87
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/03/2014,900
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/03/2014,467
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/03/2014,1116
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/03/2014,679
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/03/2014,806
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/03/2014,845
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/03/2014,2480
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/03/2014,888
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/03/2014,1054
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/03/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/03/2014,372
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/03/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/03/2014,310
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/03/2014,331
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/03/2014,1200
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/03/2014,290
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/03/2014,1200
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/03/2014,47
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/03/2014,348
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/03/2014,465
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/03/2014,1240
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/03/2014,339
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/03/2014,434
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/03/2014,30
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/03/2014,810
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/03/2014,175
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/03/2014,540
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/03/2014,257
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/03/2014,560
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/03/2014,197
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/03/2014,1200
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/03/2014,206
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/03/2014,620
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/03/2014,94
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/03/2014,290
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/03/2014,162
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/03/2014,1200
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/03/2014,325
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/03/2014,600
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/03/2014,26
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/03/2014,300
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/03/2014,20
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/03/2014,520
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/03/2014,76
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/03/2014,400
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/03/2014,31
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/03/2014,290
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/03/2014,34
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,Capacity,1/03/2014,216
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,BookedUnits,1/03/2014,127
Heaphy Track - Great Walk,Year-round,Heaphy Campsite,Capacity,1/03/2014,1200
Heaphy Track - Great Walk,Year-round,Heaphy Hut,BookedUnits,1/03/2014,527
Heaphy Track - Great Walk,Year-round,Heaphy Hut,Capacity,1/03/2014,992
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,BookedUnits,1/03/2014,12
Heaphy Track - Great Walk,Year-round,Katipo Creek Shelter Campsite,Capacity,1/03/2014,280
Heaphy Track - Great Walk,Year-round,Lewis Hut,BookedUnits,1/03/2014,96
Heaphy Track - Great Walk,Year-round,Lewis Hut,Capacity,1/03/2014,480
Heaphy Track - Great Walk,Year-round,Mackay Campsite,BookedUnits,1/03/2014,87
Heaphy Track - Great Walk,Year-round,Mackay Campsite,Capacity,1/03/2014,232
Heaphy Track - Great Walk,Year-round,Mackay Hut,BookedUnits,1/03/2014,408
Heaphy Track - Great Walk,Year-round,Mackay Hut,Capacity,1/03/2014,812
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,BookedUnits,1/03/2014,68
Heaphy Track - Great Walk,Year-round,Perry Saddle Campsite,Capacity,1/03/2014,300
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,BookedUnits,1/03/2014,443
Heaphy Track - Great Walk,Year-round,Perry Saddle Hut,Capacity,1/03/2014,840
Heaphy Track - Great Walk,Year-round,Saxon Campsite,BookedUnits,1/03/2014,35
Heaphy Track - Great Walk,Year-round,Saxon Campsite,Capacity,1/03/2014,260
Heaphy Track - Great Walk,Year-round,Saxon Hut,BookedUnits,1/03/2014,199
Heaphy Track - Great Walk,Year-round,Saxon Hut,Capacity,1/03/2014,448
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,BookedUnits,1/03/2014,7
Heaphy Track - Great Walk,Year-round,Scotts Beach Campsite,Capacity,1/03/2014,520
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,BookedUnits,1/03/2014,281
Kepler Track - Great Walk,Seasonal,Brod Bay Campsite,Capacity,1/03/2014,900
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,BookedUnits,1/03/2014,476
Kepler Track - Great Walk,Seasonal,Iris Burn Campsite,Capacity,1/03/2014,930
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,BookedUnits,1/03/2014,1378
Kepler Track - Great Walk,Seasonal,Iris Burn Hut,Capacity,1/03/2014,1550
Kepler Track - Great Walk,Seasonal,Luxmore Hut,BookedUnits,1/03/2014,1577
Kepler Track - Great Walk,Seasonal,Luxmore Hut,Capacity,1/03/2014,1674
Kepler Track - Great Walk,Seasonal,Moturau Hut,BookedUnits,1/03/2014,991
Kepler Track - Great Walk,Seasonal,Moturau Hut,Capacity,1/03/2014,1240
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,BookedUnits,1/03/2014,14
Lake Waikaremoana Track - Great Walk,Year-round,Korokoro Campsite,Capacity,1/03/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,BookedUnits,1/03/2014,219
Lake Waikaremoana Track - Great Walk,Year-round,Marauiti Hut,Capacity,1/03/2014,750
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,BookedUnits,1/03/2014,30
Lake Waikaremoana Track - Great Walk,Year-round,Maraunui Campsite,Capacity,1/03/2014,540
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,BookedUnits,1/03/2014,419
Lake Waikaremoana Track - Great Walk,Year-round,Panekire Hut,Capacity,1/03/2014,1080
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,BookedUnits,1/03/2014,7
Lake Waikaremoana Track - Great Walk,Year-round,Tapuaenui campsite,Capacity,1/03/2014,520
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,BookedUnits,1/03/2014,36
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru  Campsite,Capacity,1/03/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,BookedUnits,1/03/2014,202
Lake Waikaremoana Track - Great Walk,Year-round,Waiharuru Hut,Capacity,1/03/2014,1e3
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,BookedUnits,1/03/2014,31
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Campsite,Capacity,1/03/2014,560
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,BookedUnits,1/03/2014,363
Lake Waikaremoana Track - Great Walk,Year-round,Waiopaoa Hut,Capacity,1/03/2014,870
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,BookedUnits,1/03/2014,61
Lake Waikaremoana Track - Great Walk,Year-round,Whanganui Hut,Capacity,1/03/2014,468
Milford Track - Great Walk,Seasonal,Clinton Hut,BookedUnits,1/03/2014,1234
Milford Track - Great Walk,Seasonal,Clinton Hut,Capacity,1/03/2014,1240
Milford Track - Great Walk,Seasonal,Dumpling Hut,BookedUnits,1/03/2014,1236
Milford Track - Great Walk,Seasonal,Dumpling Hut,Capacity,1/03/2014,1240
Milford Track - Great Walk,Seasonal,Mintaro Hut,BookedUnits,1/03/2014,1236
Milford Track - Great Walk,Seasonal,Mintaro Hut,Capacity,1/03/2014,1240
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,BookedUnits,1/03/2014,128
Rakiura Track - Great Walk,Year-round,Maori Beach Campsite,Capacity,1/03/2014,464
Rakiura Track - Great Walk,Year-round,North Arm Campsite,BookedUnits,1/03/2014,93
Rakiura Track - Great Walk,Year-round,North Arm Campsite,Capacity,1/03/2014,464
Rakiura Track - Great Walk,Year-round,North Arm Hut,BookedUnits,1/03/2014,409
Rakiura Track - Great Walk,Year-round,North Arm Hut,Capacity,1/03/2014,744
Rakiura Track - Great Walk,Year-round,Port William Campsite,BookedUnits,1/03/2014,207
Rakiura Track - Great Walk,Year-round,Port William Campsite,Capacity,1/03/2014,480
Rakiura Track - Great Walk,Year-round,Port William Hut,BookedUnits,1/03/2014,402
Rakiura Track - Great Walk,Year-round,Port William Hut,Capacity,1/03/2014,744
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,BookedUnits,1/03/2014,467
Routeburn Track - Great Walk,Seasonal,Lake Howden Hut,Capacity,1/03/2014,868
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,BookedUnits,1/03/2014,430
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Campsite,Capacity,1/03/2014,620
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,BookedUnits,1/03/2014,1562
Routeburn Track - Great Walk,Seasonal,Lake Mackenzie Hut,Capacity,1/03/2014,1550
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,BookedUnits,1/03/2014,1466
Routeburn Track - Great Walk,Seasonal,Routeburn Falls Hut,Capacity,1/03/2014,1488
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,BookedUnits,1/03/2014,370
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Campsite,Capacity,1/03/2014,930
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,BookedUnits,1/03/2014,350
Routeburn Track - Great Walk,Seasonal,Routeburn Flats Hut,Capacity,1/03/2014,600
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,BookedUnits,1/03/2014,233
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Campsite,Capacity,1/03/2014,510
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,BookedUnits,1/03/2014,495
Tongariro Northern Circuit - Great Walk,Seasonal,Mangatepopo Hut,Capacity,1/03/2014,600
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,BookedUnits,1/03/2014,239
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Campsite,Capacity,1/03/2014,434
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,BookedUnits,1/03/2014,574
Tongariro Northern Circuit - Great Walk,Seasonal,Oturere Hut,Capacity,1/03/2014,780
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,BookedUnits,1/03/2014,146
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Campsite,Capacity,1/03/2014,372
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,BookedUnits,1/03/2014,529
Tongariro Northern Circuit - Great Walk,Seasonal,Waihohonu Hut,Capacity,1/03/2014,868
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,BookedUnits,1/03/2014,372
Whanganui Journey - Great Walk,Seasonal,John Coull Campsite,Capacity,1/03/2014,1116
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,BookedUnits,1/03/2014,275
Whanganui Journey - Great Walk,Seasonal,John Coull Hut,Capacity,1/03/2014,696
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,BookedUnits,1/03/2014,55
Whanganui Journey - Great Walk,Seasonal,Maharanui Campsite,Capacity,1/03/2014,1080
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,BookedUnits,1/03/2014,70
Whanganui Journey - Great Walk,Seasonal,Mangapapa Campsite,Capacity,1/03/2014,500
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,BookedUnits,1/03/2014,54
Whanganui Journey - Great Walk,Seasonal,Mangapurua Campsite,Capacity,1/03/2014,540
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,BookedUnits,1/03/2014,123
Whanganui Journey - Great Walk,Seasonal,Mangawaiiti Campsite,Capacity,1/03/2014,1080
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,BookedUnits,1/03/2014,23
Whanganui Journey - Great Walk,Seasonal,Ngaporo Campsite,Capacity,1/03/2014,580
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,BookedUnits,1/03/2014,86
Whanganui Journey - Great Walk,Seasonal,Ohauora Campsite,Capacity,1/03/2014,560
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,BookedUnits,1/03/2014,50
Whanganui Journey - Great Walk,Seasonal,Ohinepane Campsite,Capacity,1/03/2014,828
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,BookedUnits,1/03/2014,135
Whanganui Journey - Great Walk,Seasonal,Poukaria Campsite,Capacity,1/03/2014,560
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,BookedUnits,1/03/2014,367
Whanganui Journey - Great Walk,Seasonal,Tieke Campsite,Capacity,1/03/2014,1116
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,BookedUnits,1/03/2014,225
Whanganui Journey - Great Walk,Seasonal,Tieke Kainga Hut,Capacity,1/03/2014,580
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,BookedUnits,1/03/2014,54
Whanganui Journey - Great Walk,Seasonal,Whakahoro Bunkroom,Capacity,1/03/2014,260
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,BookedUnits,1/03/2014,57
Whanganui Journey - Great Walk,Seasonal,Whakahoro Campsite,Capacity,1/03/2014,972
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,BookedUnits,1/04/2014,19
Abel Tasman Coast Track - Great Walk,Year-round,Akersten Bay Campsite,Capacity,1/04/2014,156
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,BookedUnits,1/04/2014,48
Abel Tasman Coast Track - Great Walk,Year-round,Anapai Bay Campsite,Capacity,1/04/2014,300
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,BookedUnits,1/04/2014,956
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Campsite,Capacity,1/04/2014,3e3
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,BookedUnits,1/04/2014,804
Abel Tasman Coast Track - Great Walk,Year-round,Anchorage Hut,Capacity,1/04/2014,1020
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,BookedUnits,1/04/2014,65
Abel Tasman Coast Track - Great Walk,Year-round,Apple Tree Bay Campsite,Capacity,1/04/2014,840
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,BookedUnits,1/04/2014,359
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Campsite,Capacity,1/04/2014,1080
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,BookedUnits,1/04/2014,555
Abel Tasman Coast Track - Great Walk,Year-round,Awaroa Hut,Capacity,1/04/2014,780
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,BookedUnits,1/04/2014,663
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Campsite,Capacity,1/04/2014,2320
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,BookedUnits,1/04/2014,737
Abel Tasman Coast Track - Great Walk,Year-round,Bark Bay Hut,Capacity,1/04/2014,1020
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,BookedUnits,1/04/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Coquille Campsite,Capacity,1/04/2014,360
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,BookedUnits,1/04/2014,0
Abel Tasman Coast Track - Great Walk,Year-round,Huffams Overflow Campsite,Capacity,1/04/2014,300
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),BookedUnits,1/04/2014,145
Abel Tasman Coast Track - Great Walk,Year-round,Mosquito Bay Campsite (water access only),Capacity,1/04/2014,1040
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,BookedUnits,1/04/2014,109
Abel Tasman Coast Track - Great Walk,Year-round,Mutton Cove Campsite,Capacity,1/04/2014,1120
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,BookedUnits,1/04/2014,49
Abel Tasman Coast Track - Great Walk,Year-round,Observation Beach Campsite,Capacity,1/04/2014,324
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,BookedUnits,1/04/2014,235
Abel Tasman Coast Track - Great Walk,Year-round,Onetahuti Bay Campsite,Capacity,1/04/2014,1040
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,BookedUnits,1/04/2014,206
Abel Tasman Coast Track - Great Walk,Year-round,Te Pukatea Bay Campsite,Capacity,1/04/2014,378
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,BookedUnits,1/04/2014,10
Abel Tasman Coast Track - Great Walk,Year-round,Tinline Campsite,Capacity,1/04/2014,660
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,BookedUnits,1/04/2014,75
Abel Tasman Coast Track - Great Walk,Year-round,Tonga Quarry Campsite,Capacity,1/04/2014,480
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,BookedUnits,1/04/2014,146
Abel Tasman Coast Track - Great Walk,Year-round,Torrent Bay Village Campsite,Capacity,1/04/2014,520
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,BookedUnits,1/04/2014,148
Abel Tasman Coast Track - Great Walk,Year-round,Totaranui Great Walk Campsite,Capacity,1/04/2014,1040
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,BookedUnits,1/04/2014,122
Abel Tasman Coast Track - Great Walk,Year-round,Waiharakeke Bay Campsite,Capacity,1/04/2014,560
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,BookedUnits,1/04/2014,56
Abel Tasman Coast Track - Great Walk,Year-round,Watering Cove Campsite,Capacity,1/04/2014,260
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,BookedUnits,1/04/2014,160
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Bay Campsite,Capacity,1/04/2014,1120
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,BookedUnits,1/04/2014,334
Abel Tasman Coast Track - Great Walk,Year-round,Whariwharangi Hut,Capacity,1/04/2014,580
Heaphy Track - Great Walk,Year-round,Aorere Campsite,BookedUnits,1/04/2014,3
Heaphy Track - Great Walk,Year-round,Aorere Campsite,Capacity,1/04/2014,220
Heaphy Track - Great Walk,Year-round,Brown Campsite,BookedUnits,1/04/2014,2
Heaphy Track - Great Walk,Year-round,Brown Campsite,Capacity,1/04/2014,440
Heaphy Track - Great Walk,Year-round,Brown Hut,BookedUnits,1/04/2014,18
Heaphy Track - Great Walk,Year-round,Brown Hut,Capacity,1/04/2014,288
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,BookedUnits,1/04/2014,8
Heaphy Track - Great Walk,Year-round,Gouland Downs Campsite,Capacity,1/04/2014,250
Heaphy Track - Great Walk,Year-round,Gouland Downs Hut,BookedUnits,1/04/2014,5
